,Position,date,persName,roleName
922,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1928-1929,Rt. Hon. Sir Ronald H. Campbell,G.C.M.G.
923,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1929-1933,Charles Howard Smith,C.M.G.
924,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1933-1935,A.W. Allen Leeper,C.M.G.
925,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1935,Sir Maurice D. Peterson,G.C.M.G.
926,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1935-1936,Sir Horace J. Seymour,"G.C.M.G., C.V.O."
927,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1936-1939,Sir Walter St.C. H. Roberts,"K.C.M.G., M.C."
928,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1939,Lord Strang,"G.C.M.G., K.C.B., M.B.E."
929,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1944-1947,Lord Inchyra,"G.C.M.G., C.V.O."
930,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1947-1949,Sir P. Moore Crosthwaite,K.C.M.G.
931,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1949-1950,Sir C.A. Evelyn Shuckburgh,"G.C.M.G., C.B."
932,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1950-1952,"Sir George P. Young, Bt.",C.M.G.
933,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1952-1954,Sir Nicolas J.A. Cheetham,K.C.M.G.
934,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1954-1955,Sir Patrick F. Hancock,G.C.M.G.
935,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1955-1956,Sir Charles H. Johnston,G.C.M.G.
